epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,301.286,0.64652,0.73081,1.06571,0.88212,0.94021,0.9716,0.86637,0.49313,0.52838,0.8815,0.008086,0.008086,0.008086
31,311.257,0.63664,0.71318,1.05649,0.9114,0.92305,0.98552,0.89649,0.44026,0.49748,0.85767,0.00802,0.00802,0.00802
32,321.7,0.638,0.69007,1.06171,0.86682,0.89714,0.96668,0.85795,0.46917,0.58926,0.86854,0.007954,0.007954,0.007954
33,331.728,0.63783,0.69961,1.06428,0.91763,0.91197,0.9731,0.87261,0.46914,0.53329,0.87573,0.007888,0.007888,0.007888
34,341.658,0.63687,0.68283,1.05625,0.94674,0.93422,0.98322,0.89583,0.43038,0.45318,0.8618,0.007822,0.007822,0.007822
35,351.747,0.61318,0.66565,1.04549,0.96534,0.96976,0.97754,0.88747,0.44416,0.46831,0.85841,0.007756,0.007756,0.007756
36,361.701,0.60812,0.67775,1.04522,0.96877,0.9286,0.98531,0.89926,0.44524,0.48415,0.85563,0.00769,0.00769,0.00769
37,371.688,0.59972,0.64849,1.04389,0.97583,0.96455,0.97993,0.89334,0.42385,0.52128,0.83873,0.007624,0.007624,0.007624
38,381.628,0.61157,0.6737,1.04371,0.79255,0.89644,0.96487,0.88896,0.42683,0.71485,0.85695,0.007558,0.007558,0.007558
39,391.574,0.60689,0.66141,1.04802,0.9632,0.95819,0.98467,0.90903,0.42527,0.44215,0.84132,0.007492,0.007492,0.007492
40,401.526,0.60379,0.62966,1.03125,0.98366,0.97581,0.98748,0.91657,0.40442,0.39497,0.83591,0.007426,0.007426,0.007426
41,411.527,0.59793,0.62971,1.03272,0.94849,0.93522,0.98099,0.89192,0.42245,0.43741,0.84244,0.00736,0.00736,0.00736
42,421.517,0.59368,0.62142,1.034,0.9492,0.95192,0.98027,0.90281,0.43478,0.45439,0.84373,0.007294,0.007294,0.007294
43,431.437,0.58851,0.64467,1.03755,0.98194,0.97615,0.98477,0.90208,0.43309,0.39288,0.85554,0.007228,0.007228,0.007228
44,441.376,0.60617,0.65188,1.043,0.88977,0.87802,0.95259,0.85202,0.47336,0.61829,0.8634,0.007162,0.007162,0.007162
45,451.306,0.59536,0.61191,1.03035,0.92478,0.91318,0.98076,0.89851,0.43231,0.48337,0.86063,0.007096,0.007096,0.007096
46,461.281,0.5637,0.57605,1.0121,0.93489,0.93763,0.98704,0.90773,0.41649,0.47093,0.8411,0.00703,0.00703,0.00703
47,471.319,0.55996,0.59929,1.01635,0.97665,0.98658,0.98708,0.92669,0.39026,0.36308,0.82699,0.006964,0.006964,0.006964
48,481.29,0.56741,0.59328,1.02222,0.97064,0.97143,0.98661,0.90996,0.41882,0.36747,0.84712,0.006898,0.006898,0.006898
49,491.218,0.56953,0.58478,1.01655,0.79924,0.91348,0.97193,0.88174,0.4341,0.65021,0.84309,0.006832,0.006832,0.006832
50,501.154,0.56861,0.58081,1.01487,0.97602,0.96806,0.98699,0.90249,0.42553,0.39016,0.8427,0.006766,0.006766,0.006766
51,511.095,0.57334,0.58977,1.02009,0.96665,0.96883,0.98864,0.90429,0.43272,0.42132,0.8427,0.0067,0.0067,0.0067
52,521.022,0.57807,0.57351,1.01861,0.98291,0.96806,0.98478,0.91434,0.4032,0.37905,0.83641,0.006634,0.006634,0.006634
53,531.026,0.5609,0.56088,1.01124,0.9802,0.93902,0.98355,0.90076,0.43275,0.40045,0.84459,0.006568,0.006568,0.006568
54,540.979,0.56743,0.57248,1.00982,0.97728,0.97978,0.98822,0.89664,0.45306,0.38931,0.85488,0.006502,0.006502,0.006502
55,550.893,0.55714,0.5584,1.00931,0.91274,0.94646,0.98058,0.90764,0.42682,0.46431,0.84796,0.006436,0.006436,0.006436
56,560.821,0.55023,0.55658,1.00896,0.95905,0.96619,0.98584,0.90532,0.42653,0.3882,0.84154,0.00637,0.00637,0.00637
57,570.843,0.56362,0.5665,1.01165,0.97851,0.97658,0.98498,0.91968,0.38806,0.36345,0.83617,0.006304,0.006304,0.006304
58,580.76,0.55596,0.56549,1.01856,0.97504,0.96536,0.98804,0.9168,0.41621,0.37326,0.84532,0.006238,0.006238,0.006238
59,590.814,0.54934,0.56386,1.00433,0.97368,0.97224,0.98707,0.90453,0.42898,0.38091,0.83962,0.006172,0.006172,0.006172
60,600.756,0.53946,0.54286,0.99688,0.97378,0.97732,0.98808,0.92334,0.39253,0.35674,0.83689,0.006106,0.006106,0.006106
61,610.677,0.53515,0.53136,0.9968,0.97261,0.96753,0.98813,0.90196,0.42879,0.36966,0.84432,0.00604,0.00604,0.00604
62,620.648,0.55819,0.55985,1.00972,0.94629,0.95811,0.98517,0.90926,0.39984,0.41594,0.8357,0.005974,0.005974,0.005974
63,631.07,0.53875,0.53342,0.99306,0.95644,0.96183,0.98577,0.91068,0.4102,0.38145,0.843,0.005908,0.005908,0.005908
64,641.079,0.54571,0.53453,0.99823,0.97709,0.96769,0.98631,0.91736,0.39373,0.37358,0.83091,0.005842,0.005842,0.005842
65,651.065,0.53351,0.51917,1.00176,0.95053,0.92912,0.985,0.9153,0.39824,0.40745,0.83815,0.005776,0.005776,0.005776
66,661.024,0.54494,0.51453,1.00147,0.98194,0.97078,0.9888,0.92095,0.38663,0.33824,0.83754,0.00571,0.00571,0.00571
67,670.995,0.52338,0.51516,0.99255,0.96957,0.97348,0.98393,0.90849,0.41586,0.35316,0.84743,0.005644,0.005644,0.005644
68,680.931,0.52634,0.49729,0.99274,0.97912,0.97373,0.98564,0.91112,0.41221,0.34767,0.84366,0.005578,0.005578,0.005578
69,690.902,0.53186,0.50102,1.00062,0.97021,0.97239,0.98663,0.90868,0.413,0.38897,0.84974,0.005512,0.005512,0.005512
70,700.899,0.52642,0.50982,0.99148,0.91576,0.959,0.98327,0.90448,0.42039,0.4193,0.84057,0.005446,0.005446,0.005446
71,711.616,0.52714,0.51624,0.99541,0.94254,0.92969,0.98712,0.91844,0.39923,0.41822,0.83281,0.00538,0.00538,0.00538
72,721.778,0.5152,0.4988,0.98563,0.91441,0.95348,0.98299,0.91032,0.38273,0.45599,0.82994,0.005314,0.005314,0.005314
73,731.822,0.51632,0.48606,0.98348,0.96412,0.97571,0.98861,0.91916,0.38867,0.36614,0.83102,0.005248,0.005248,0.005248
74,741.813,0.51106,0.47509,0.9842,0.98666,0.96622,0.98638,0.90879,0.41209,0.35875,0.83996,0.005182,0.005182,0.005182
75,751.803,0.51073,0.47926,0.99089,0.98841,0.97424,0.98824,0.92075,0.38481,0.32598,0.8305,0.005116,0.005116,0.005116
76,762.101,0.51894,0.4789,0.97904,0.96164,0.95543,0.98635,0.91434,0.40311,0.38337,0.83581,0.00505,0.00505,0.00505
77,772.274,0.51559,0.4813,0.98586,0.98528,0.97999,0.99072,0.92486,0.37595,0.31974,0.83588,0.004984,0.004984,0.004984
78,782.557,0.51538,0.4852,0.98307,0.98754,0.96341,0.99,0.91866,0.39233,0.3402,0.83586,0.004918,0.004918,0.004918
79,792.611,0.51076,0.47624,0.98396,0.96297,0.91356,0.98399,0.90598,0.40298,0.40734,0.83209,0.004852,0.004852,0.004852
80,802.789,0.50526,0.47567,0.97951,0.97162,0.97263,0.98708,0.92513,0.3803,0.33081,0.82876,0.004786,0.004786,0.004786
81,813.008,0.50762,0.46194,0.97988,0.97044,0.96083,0.98684,0.92562,0.3868,0.35657,0.83265,0.00472,0.00472,0.00472
82,823.189,0.50845,0.46876,0.97893,0.9483,0.97061,0.98436,0.91406,0.40423,0.39307,0.83758,0.004654,0.004654,0.004654
83,833.216,0.50573,0.46798,0.98604,0.96424,0.96995,0.98658,0.91813,0.40424,0.37869,0.8341,0.004588,0.004588,0.004588
84,843.272,0.49324,0.46064,0.97149,0.97067,0.96051,0.98529,0.9241,0.39003,0.37963,0.83441,0.004522,0.004522,0.004522
85,853.423,0.50684,0.45181,0.97792,0.95955,0.96957,0.98498,0.91151,0.40153,0.34936,0.83625,0.004456,0.004456,0.004456
86,863.426,0.4841,0.43934,0.97767,0.9707,0.96528,0.98669,0.91976,0.38988,0.32727,0.8265,0.00439,0.00439,0.00439
87,873.368,0.48707,0.43275,0.96915,0.96938,0.96886,0.98845,0.92555,0.38083,0.33516,0.82622,0.004324,0.004324,0.004324
88,883.724,0.49801,0.45516,0.9839,0.97637,0.97255,0.98945,0.92315,0.4013,0.32759,0.83493,0.004258,0.004258,0.004258
89,893.735,0.49397,0.44612,0.97042,0.9614,0.97956,0.98926,0.91836,0.39389,0.33733,0.83214,0.004192,0.004192,0.004192
90,903.737,0.49827,0.44587,0.97448,0.98037,0.95586,0.98733,0.90287,0.44164,0.34014,0.84197,0.004126,0.004126,0.004126
91,913.877,0.46768,0.43465,0.96202,0.97186,0.95938,0.98474,0.92795,0.36844,0.33215,0.82318,0.00406,0.00406,0.00406
92,923.905,0.47816,0.42771,0.97149,0.98085,0.95986,0.98651,0.91332,0.40223,0.33465,0.83183,0.003994,0.003994,0.003994
93,934.618,0.47361,0.43925,0.9677,0.97068,0.96507,0.98956,0.9213,0.39458,0.34078,0.83841,0.003928,0.003928,0.003928
94,944.968,0.46336,0.41632,0.96648,0.9686,0.96135,0.98746,0.91589,0.39804,0.36494,0.83696,0.003862,0.003862,0.003862
95,955.091,0.46907,0.42857,0.96895,0.98467,0.9523,0.98678,0.91926,0.40188,0.32665,0.83547,0.003796,0.003796,0.003796
96,965.271,0.48056,0.41481,0.96756,0.96514,0.95823,0.98665,0.92993,0.37645,0.34759,0.82221,0.00373,0.00373,0.00373
97,975.548,0.46579,0.41708,0.96449,0.96607,0.97424,0.98929,0.91985,0.39258,0.31794,0.82994,0.003664,0.003664,0.003664
98,985.669,0.46973,0.41048,0.96499,0.97046,0.96533,0.98879,0.9306,0.3874,0.30827,0.83258,0.003598,0.003598,0.003598
99,995.863,0.47238,0.4139,0.962,0.95407,0.97511,0.98685,0.92122,0.39009,0.36574,0.82717,0.003532,0.003532,0.003532
100,1006.21,0.48427,0.42862,0.96952,0.95489,0.96251,0.98763,0.91741,0.39523,0.35461,0.83456,0.003466,0.003466,0.003466
101,1016.43,0.46461,0.41223,0.96624,0.98646,0.96243,0.98774,0.91957,0.38434,0.32175,0.83617,0.0034,0.0034,0.0034
102,1026.56,0.44973,0.40219,0.95865,0.98094,0.95453,0.9876,0.92395,0.40541,0.33006,0.83717,0.003334,0.003334,0.003334
103,1036.88,0.47308,0.404,0.96649,0.9715,0.97599,0.98996,0.91977,0.39765,0.34011,0.82874,0.003268,0.003268,0.003268
104,1047.06,0.4599,0.40255,0.9609,0.97562,0.96718,0.98846,0.9252,0.38089,0.3171,0.82596,0.003202,0.003202,0.003202
105,1057.21,0.45185,0.38786,0.94906,0.97389,0.96455,0.98793,0.92828,0.38757,0.33639,0.83602,0.003136,0.003136,0.003136
106,1068.3,0.45028,0.3931,0.94987,0.97434,0.97146,0.98861,0.92231,0.39689,0.32217,0.83705,0.00307,0.00307,0.00307
107,1079.07,0.45445,0.41147,0.95962,0.9504,0.9557,0.98563,0.92775,0.38011,0.34113,0.83478,0.003004,0.003004,0.003004
108,1090.06,0.46915,0.40668,0.96144,0.98712,0.97411,0.99039,0.91824,0.4112,0.30619,0.84054,0.002938,0.002938,0.002938
109,1101.98,0.43853,0.37834,0.9492,0.99578,0.96274,0.98943,0.92367,0.39265,0.30992,0.83385,0.002872,0.002872,0.002872
110,1114.51,0.43941,0.3864,0.95067,0.97828,0.97036,0.98785,0.928,0.38075,0.30505,0.8301,0.002806,0.002806,0.002806
111,1128.44,0.44289,0.37388,0.95177,0.98313,0.95707,0.98805,0.92401,0.39228,0.29856,0.82794,0.00274,0.00274,0.00274
112,1142,0.45105,0.38734,0.94756,0.9825,0.96963,0.98796,0.9198,0.38627,0.28959,0.82394,0.002674,0.002674,0.002674
113,1154.94,0.43968,0.3753,0.94868,0.9537,0.91952,0.98757,0.91824,0.37985,0.37783,0.82549,0.002608,0.002608,0.002608
114,1168.12,0.45766,0.37579,0.96239,0.98084,0.96179,0.98848,0.92745,0.39335,0.30523,0.83082,0.002542,0.002542,0.002542
115,1179.41,0.43934,0.37636,0.95228,0.98493,0.95485,0.98665,0.92993,0.37759,0.28949,0.82391,0.002476,0.002476,0.002476
116,1192.87,0.43779,0.37223,0.94281,0.96853,0.97612,0.98815,0.92192,0.40805,0.30568,0.83759,0.00241,0.00241,0.00241
117,1204.96,0.43174,0.38079,0.94729,0.97696,0.95734,0.98953,0.92481,0.38618,0.29952,0.82917,0.002344,0.002344,0.002344
118,1216.33,0.43284,0.36883,0.94963,0.98406,0.9697,0.98966,0.92792,0.37898,0.30033,0.82593,0.002278,0.002278,0.002278
119,1227.55,0.42282,0.36128,0.9393,0.95826,0.93966,0.98433,0.91801,0.38892,0.36036,0.82521,0.002212,0.002212,0.002212
120,1238.74,0.44198,0.37044,0.94756,0.98502,0.97094,0.9888,0.92501,0.39367,0.29967,0.82735,0.002146,0.002146,0.002146
121,1250.05,0.42442,0.36576,0.94951,0.97812,0.97886,0.98934,0.92616,0.38317,0.28095,0.82893,0.00208,0.00208,0.00208
122,1261.31,0.43126,0.36573,0.94748,0.96327,0.97625,0.99017,0.93236,0.36608,0.30334,0.82443,0.002014,0.002014,0.002014
123,1272.53,0.42746,0.35661,0.93951,0.97423,0.96299,0.98882,0.93173,0.38181,0.318,0.82603,0.001948,0.001948,0.001948
124,1284.38,0.43186,0.36149,0.94327,0.98372,0.96124,0.98972,0.93176,0.37719,0.31299,0.826,0.001882,0.001882,0.001882
125,1295.89,0.41701,0.34816,0.93766,0.98316,0.95868,0.98926,0.92731,0.3817,0.2954,0.82793,0.001816,0.001816,0.001816
126,1307.94,0.41154,0.34581,0.94232,0.98123,0.95911,0.99044,0.9262,0.37697,0.28937,0.82451,0.00175,0.00175,0.00175
127,1320.13,0.42325,0.34921,0.94011,0.96313,0.94957,0.9876,0.92672,0.38178,0.32374,0.82791,0.001684,0.001684,0.001684
128,1332.03,0.41809,0.3531,0.94399,0.98428,0.96986,0.99022,0.93111,0.37877,0.27713,0.82603,0.001618,0.001618,0.001618
129,1345.06,0.42676,0.35294,0.94426,0.98841,0.96263,0.98946,0.93354,0.38188,0.27907,0.82219,0.001552,0.001552,0.001552
130,1356.48,0.40933,0.33899,0.93838,0.98589,0.95874,0.98844,0.92755,0.37803,0.29415,0.82304,0.001486,0.001486,0.001486
131,1368.02,0.40709,0.33472,0.93319,0.98535,0.96497,0.98878,0.92482,0.3919,0.30224,0.82546,0.00142,0.00142,0.00142
132,1379.09,0.4063,0.3447,0.9325,0.972,0.96178,0.98941,0.92731,0.389,0.29406,0.82949,0.001354,0.001354,0.001354
133,1389.44,0.41886,0.34215,0.94078,0.98753,0.96545,0.99,0.92706,0.39293,0.28199,0.8269,0.001288,0.001288,0.001288
134,1401.28,0.40669,0.33576,0.9369,0.98215,0.96607,0.98928,0.92969,0.37698,0.27778,0.82761,0.001222,0.001222,0.001222
135,1412.95,0.40715,0.33394,0.93535,0.98044,0.9793,0.98905,0.93122,0.37469,0.27713,0.82572,0.001156,0.001156,0.001156
136,1424.56,0.39878,0.33219,0.93207,0.97821,0.9564,0.98896,0.92814,0.38641,0.29846,0.82715,0.00109,0.00109,0.00109
137,1435.97,0.4059,0.33236,0.93455,0.96816,0.96305,0.98829,0.92892,0.38715,0.30881,0.82672,0.001024,0.001024,0.001024
138,1447.27,0.39995,0.33266,0.93319,0.96591,0.97462,0.98848,0.9256,0.37957,0.30734,0.82227,0.000958,0.000958,0.000958
139,1458.6,0.3953,0.32583,0.93394,0.97596,0.97636,0.99028,0.93368,0.37634,0.2854,0.82466,0.000892,0.000892,0.000892
140,1469.94,0.3993,0.33099,0.92865,0.97765,0.97115,0.99013,0.93184,0.37734,0.27623,0.82236,0.000826,0.000826,0.000826
141,1482.24,0.32593,0.25724,0.86629,0.97912,0.97124,0.99076,0.93198,0.37923,0.27958,0.82467,0.00076,0.00076,0.00076
142,1493.87,0.32721,0.24553,0.86503,0.98498,0.97069,0.99007,0.9304,0.37724,0.28298,0.82824,0.000694,0.000694,0.000694
143,1505.42,0.32834,0.24235,0.86229,0.9897,0.96665,0.99008,0.93416,0.37553,0.27116,0.82493,0.000628,0.000628,0.000628
144,1517.01,0.32009,0.23705,0.86939,0.99005,0.96592,0.98978,0.93414,0.37961,0.28511,0.82505,0.000562,0.000562,0.000562
145,1528.38,0.32341,0.24372,0.86727,0.97351,0.96787,0.98906,0.93454,0.37406,0.29513,0.82494,0.000496,0.000496,0.000496
146,1539.39,0.32697,0.24204,0.87532,0.97618,0.96573,0.98865,0.93727,0.37062,0.29548,0.82377,0.00043,0.00043,0.00043
147,1550.98,0.31661,0.22837,0.85717,0.96479,0.97057,0.98773,0.93233,0.37847,0.30034,0.82559,0.000364,0.000364,0.000364
148,1562.08,0.30305,0.22028,0.85117,0.97935,0.964,0.98817,0.93228,0.38122,0.28628,0.8256,0.000298,0.000298,0.000298
149,1573.25,0.31315,0.23185,0.86909,0.98204,0.96452,0.98832,0.93805,0.37686,0.28017,0.8264,0.000232,0.000232,0.000232
150,1585.15,0.31336,0.22626,0.86178,0.9825,0.96528,0.9884,0.93467,0.37879,0.28996,0.82628,0.000166,0.000166,0.000166
