epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,195.918,0.62846,0.68086,1.05048,0.907,0.95751,0.98825,0.90526,0.43121,0.50035,0.85254,0.006436,0.006436,0.006436
20,206.22,0.6256,0.66269,1.05595,0.94797,0.93165,0.9774,0.87063,0.47295,0.47272,0.89259,0.006238,0.006238,0.006238
21,216.479,0.61841,0.66391,1.04875,0.84181,0.95339,0.98234,0.90268,0.42097,0.54225,0.84236,0.00604,0.00604,0.00604
22,226.72,0.60785,0.63465,1.04025,0.98338,0.94381,0.98494,0.887,0.4497,0.46192,0.85408,0.005842,0.005842,0.005842
23,237.033,0.5888,0.62894,1.02287,0.97473,0.97316,0.98669,0.90958,0.42124,0.42253,0.84085,0.005644,0.005644,0.005644
24,247.291,0.58568,0.63208,1.03136,0.9593,0.97105,0.98276,0.88764,0.4317,0.47953,0.84873,0.005446,0.005446,0.005446
25,257.537,0.58291,0.61108,1.02846,0.98252,0.97754,0.98611,0.90605,0.42776,0.40456,0.8502,0.005248,0.005248,0.005248
26,267.828,0.58701,0.60297,1.02604,0.98658,0.98237,0.98704,0.91247,0.40318,0.36739,0.83269,0.00505,0.00505,0.00505
27,278.178,0.58373,0.60208,1.02061,0.97993,0.98041,0.98788,0.91079,0.39674,0.39965,0.82722,0.004852,0.004852,0.004852
28,288.436,0.57343,0.57952,1.02567,0.98053,0.96189,0.98618,0.89596,0.4261,0.39423,0.84561,0.004654,0.004654,0.004654
29,298.757,0.55945,0.56285,1.01043,0.9722,0.98217,0.98676,0.91176,0.39794,0.35446,0.83808,0.004456,0.004456,0.004456
30,308.935,0.55281,0.56525,1.01014,0.96622,0.97452,0.98626,0.90769,0.40837,0.35245,0.8432,0.004258,0.004258,0.004258
31,319.122,0.5411,0.54937,1.00227,0.98351,0.98454,0.98847,0.90345,0.40564,0.37593,0.84096,0.00406,0.00406,0.00406
32,329.36,0.5388,0.54128,1.00293,0.9833,0.98511,0.98992,0.92095,0.38385,0.36239,0.83272,0.003862,0.003862,0.003862
33,339.55,0.52421,0.52469,1.00002,0.98683,0.97652,0.98659,0.90775,0.39711,0.37648,0.83682,0.003664,0.003664,0.003664
34,349.84,0.53448,0.52808,0.99927,0.95919,0.97571,0.98521,0.91198,0.38656,0.37588,0.83359,0.003466,0.003466,0.003466
35,360.112,0.51724,0.50101,0.99415,0.97114,0.98658,0.98749,0.91648,0.38942,0.35353,0.82982,0.003268,0.003268,0.003268
36,370.294,0.51776,0.50728,0.99872,0.9672,0.96667,0.98742,0.90081,0.449,0.37034,0.8583,0.00307,0.00307,0.00307
37,380.603,0.50135,0.49246,0.99026,0.98471,0.99037,0.98647,0.90708,0.39237,0.31687,0.83775,0.002872,0.002872,0.002872
38,391.027,0.50404,0.49318,0.98675,0.98831,0.98765,0.98831,0.91777,0.38883,0.33115,0.83758,0.002674,0.002674,0.002674
39,401.693,0.49818,0.47546,0.98677,0.98037,0.96498,0.9885,0.91556,0.408,0.34483,0.83995,0.002476,0.002476,0.002476
40,412.55,0.49227,0.45992,0.97469,0.97243,0.98609,0.98825,0.9269,0.3845,0.34882,0.8238,0.002278,0.002278,0.002278
41,423.592,0.42774,0.4034,0.92058,0.98347,0.97156,0.98874,0.91849,0.40196,0.34446,0.83333,0.00208,0.00208,0.00208
42,433.69,0.42444,0.37908,0.91888,0.98916,0.98016,0.98921,0.92455,0.37794,0.31306,0.83216,0.001882,0.001882,0.001882
43,443.831,0.40694,0.36394,0.91383,0.96947,0.97936,0.98831,0.91299,0.40593,0.34855,0.82929,0.001684,0.001684,0.001684
44,454.004,0.40931,0.34227,0.90006,0.9709,0.98122,0.98828,0.91973,0.39276,0.34615,0.8312,0.001486,0.001486,0.001486
45,464.278,0.39413,0.32913,0.90194,0.99125,0.98366,0.98869,0.92294,0.38414,0.30937,0.82916,0.001288,0.001288,0.001288
46,475.01,0.3869,0.31556,0.89103,0.98533,0.98981,0.98866,0.92282,0.38554,0.30822,0.83053,0.00109,0.00109,0.00109
47,485.765,0.38542,0.32847,0.89439,0.98612,0.98099,0.98914,0.9222,0.39322,0.30653,0.83802,0.000892,0.000892,0.000892
48,496.685,0.37567,0.29997,0.88423,0.98804,0.98156,0.98869,0.92457,0.39431,0.31169,0.83486,0.000694,0.000694,0.000694
49,507.081,0.36326,0.29457,0.88966,0.97821,0.9838,0.9886,0.92819,0.38332,0.30293,0.83486,0.000496,0.000496,0.000496
50,517.555,0.37228,0.29674,0.89244,0.98377,0.97813,0.98854,0.92137,0.38654,0.30926,0.83666,0.000298,0.000298,0.000298
