epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,136.99,0.78074,1.00224,1.16339,0.79726,0.88983,0.96241,0.8411,0.54117,0.76527,0.89213,0.009406,0.009406,0.009406
14,147.174,0.76695,0.99089,1.15299,0.93465,0.91994,0.96795,0.835,0.56949,0.68258,0.91855,0.0093565,0.0093565,0.0093565
15,157.676,0.76642,0.97902,1.14862,0.80014,0.8547,0.93218,0.84488,0.4682,0.84936,0.86966,0.009307,0.009307,0.009307
16,167.898,0.73612,0.96306,1.13252,0.71334,0.86004,0.90202,0.79554,0.51801,0.93556,0.89842,0.0092575,0.0092575,0.0092575
17,178.077,0.74368,0.95312,1.1339,0.76819,0.89965,0.9331,0.83367,0.48705,0.66848,0.88506,0.009208,0.009208,0.009208
18,188.227,0.75949,0.93692,1.12607,0.88474,0.89048,0.95924,0.82733,0.57217,0.65304,0.91383,0.0091585,0.0091585,0.0091585
19,198.754,0.73995,0.90418,1.11986,0.92836,0.92794,0.98455,0.88428,0.45478,0.54904,0.87396,0.009109,0.009109,0.009109
20,209.235,0.71153,0.86985,1.11466,0.94623,0.93172,0.97286,0.87533,0.48683,0.54542,0.88233,0.0090595,0.0090595,0.0090595
21,219.714,0.71637,0.8452,1.12454,0.92921,0.93858,0.97552,0.86743,0.49496,0.54236,0.8746,0.00901,0.00901,0.00901
22,230.056,0.69809,0.83736,1.1022,0.95438,0.96122,0.98635,0.88102,0.48275,0.49905,0.88531,0.0089605,0.0089605,0.0089605
23,240.382,0.68744,0.83804,1.0885,0.86356,0.9425,0.97054,0.87485,0.45777,0.64844,0.87721,0.008911,0.008911,0.008911
24,250.574,0.69852,0.82581,1.10494,0.87914,0.89761,0.96426,0.86494,0.46433,0.67711,0.87119,0.0088615,0.0088615,0.0088615
25,261.124,0.68205,0.81113,1.09126,0.9586,0.96299,0.98639,0.88436,0.46979,0.49787,0.86606,0.008812,0.008812,0.008812
26,271.355,0.68867,0.77891,1.09107,0.96767,0.97816,0.99066,0.89641,0.46185,0.4347,0.88092,0.0087625,0.0087625,0.0087625
27,281.786,0.69531,0.79659,1.09143,0.96047,0.96974,0.98872,0.8807,0.50564,0.53603,0.9043,0.008713,0.008713,0.008713
28,292.377,0.67906,0.79109,1.08741,0.85121,0.88667,0.95294,0.85244,0.47909,0.62018,0.87122,0.0086635,0.0086635,0.0086635
29,303.394,0.66531,0.76067,1.07501,0.95518,0.94898,0.98095,0.88677,0.4785,0.48996,0.88244,0.008614,0.008614,0.008614
30,314.692,0.65738,0.75091,1.07208,0.8498,0.84717,0.95724,0.85927,0.46786,0.67512,0.86683,0.0085645,0.0085645,0.0085645
31,325.657,0.65026,0.76167,1.06427,0.88791,0.91524,0.97954,0.88058,0.47624,0.53796,0.86309,0.008515,0.008515,0.008515
32,336.755,0.65038,0.73733,1.06325,0.84124,0.95515,0.98175,0.88126,0.48915,0.58316,0.85845,0.0084655,0.0084655,0.0084655
33,348.107,0.65176,0.72387,1.07389,0.93419,0.96005,0.98214,0.88398,0.50303,0.5192,0.87562,0.008416,0.008416,0.008416
34,359.543,0.64272,0.68853,1.06012,0.95439,0.91398,0.98079,0.90168,0.42375,0.48195,0.85242,0.0083665,0.0083665,0.0083665
35,370.885,0.63922,0.68226,1.05959,0.97627,0.95048,0.98953,0.89777,0.43988,0.43109,0.86472,0.008317,0.008317,0.008317
36,382.262,0.62431,0.69178,1.05963,0.98277,0.97085,0.98753,0.89237,0.4454,0.44034,0.86239,0.0082675,0.0082675,0.0082675
37,393.158,0.6179,0.68825,1.05916,0.92894,0.96361,0.96411,0.87758,0.4325,0.45819,0.84915,0.008218,0.008218,0.008218
38,404.419,0.62785,0.69955,1.05465,0.81259,0.92944,0.96048,0.89375,0.39386,0.63478,0.84307,0.0081685,0.0081685,0.0081685
39,414.505,0.62045,0.66703,1.05225,0.89671,0.9377,0.98154,0.90246,0.4343,0.53111,0.84402,0.008119,0.008119,0.008119
40,424.614,0.60666,0.64017,1.03567,0.97981,0.98858,0.98831,0.89972,0.44226,0.39416,0.86433,0.0080695,0.0080695,0.0080695
41,435.268,0.62608,0.66423,1.04633,0.94631,0.91649,0.9857,0.90437,0.41547,0.46582,0.84003,0.00802,0.00802,0.00802
42,445.414,0.60255,0.6331,1.03719,0.98175,0.97746,0.98946,0.90211,0.42911,0.38504,0.84587,0.0079705,0.0079705,0.0079705
43,455.389,0.57366,0.63549,1.03054,0.94332,0.94748,0.98394,0.9142,0.39888,0.43437,0.84449,0.007921,0.007921,0.007921
44,465.391,0.61335,0.65337,1.0435,0.95915,0.92363,0.98499,0.89001,0.45906,0.47453,0.85583,0.0078715,0.0078715,0.0078715
45,475.756,0.61341,0.62649,1.0415,0.98154,0.96597,0.98812,0.89622,0.46725,0.43435,0.85667,0.007822,0.007822,0.007822
46,485.864,0.59363,0.61632,1.03042,0.96033,0.94793,0.98232,0.90302,0.40491,0.45017,0.84737,0.0077725,0.0077725,0.0077725
47,496.957,0.59608,0.6255,1.03697,0.961,0.96226,0.9879,0.90532,0.42625,0.40333,0.85125,0.007723,0.007723,0.007723
48,507.155,0.59098,0.63787,1.03326,0.97215,0.97146,0.99074,0.90924,0.427,0.42127,0.84729,0.0076735,0.0076735,0.0076735
49,517.644,0.58659,0.61478,1.02804,0.87223,0.94149,0.9885,0.9085,0.41813,0.47831,0.85983,0.007624,0.007624,0.007624
50,527.911,0.58103,0.58957,1.02642,0.98086,0.97469,0.98891,0.90171,0.45224,0.37171,0.84881,0.0075745,0.0075745,0.0075745
51,538.306,0.59046,0.61684,1.02804,0.99129,0.97424,0.9904,0.92069,0.3961,0.37799,0.83747,0.007525,0.007525,0.007525
52,548.551,0.57501,0.57522,1.01671,0.96122,0.97368,0.98862,0.89793,0.44163,0.37489,0.85108,0.0074755,0.0074755,0.0074755
53,558.592,0.58096,0.57893,1.02199,0.97526,0.9785,0.98987,0.8946,0.43532,0.37757,0.84396,0.007426,0.007426,0.007426
54,568.609,0.58932,0.60802,1.02281,0.99136,0.98357,0.99109,0.8934,0.44247,0.36996,0.86383,0.0073765,0.0073765,0.0073765
55,578.591,0.57502,0.5969,1.01866,0.93725,0.91756,0.984,0.90047,0.42025,0.46002,0.85474,0.007327,0.007327,0.007327
56,588.616,0.56261,0.57882,1.01653,0.97327,0.98349,0.98777,0.90489,0.43642,0.35315,0.85648,0.0072775,0.0072775,0.0072775
57,598.975,0.56852,0.58073,1.01486,0.94113,0.96494,0.98396,0.90476,0.41561,0.37659,0.84811,0.007228,0.007228,0.007228
58,608.971,0.57507,0.59279,1.02772,0.989,0.98035,0.98927,0.91205,0.39549,0.34397,0.84415,0.0071785,0.0071785,0.0071785
59,619.797,0.55726,0.54895,1.01052,0.98053,0.97321,0.98744,0.91758,0.39577,0.34514,0.83562,0.007129,0.007129,0.007129
60,630.323,0.54945,0.53967,1.00166,0.99459,0.97617,0.99121,0.91553,0.3996,0.34347,0.84035,0.0070795,0.0070795,0.0070795
61,640.384,0.55896,0.55722,1.00572,0.96869,0.98658,0.98839,0.9243,0.39111,0.34544,0.84225,0.00703,0.00703,0.00703
62,650.496,0.55654,0.55349,1.01224,0.94174,0.97963,0.98965,0.92001,0.39265,0.37934,0.8414,0.0069805,0.0069805,0.0069805
63,660.524,0.54472,0.5351,0.99683,0.97364,0.97976,0.9902,0.91634,0.39923,0.35837,0.83823,0.006931,0.006931,0.006931
64,670.537,0.55839,0.55938,1.0061,0.9568,0.95424,0.98882,0.91658,0.40604,0.39574,0.83608,0.0068815,0.0068815,0.0068815
65,680.801,0.55519,0.56098,1.01237,0.96989,0.98346,0.98834,0.90928,0.4038,0.37264,0.83665,0.006832,0.006832,0.006832
66,691.782,0.56542,0.55719,1.00997,0.98932,0.97543,0.99113,0.92161,0.38418,0.3422,0.83187,0.0067825,0.0067825,0.0067825
67,702.296,0.54554,0.54927,1.0031,0.94366,0.95247,0.98951,0.90753,0.41357,0.40209,0.83942,0.006733,0.006733,0.006733
68,712.695,0.54023,0.53032,1.0013,0.99216,0.98225,0.99094,0.93021,0.37197,0.32112,0.82885,0.0066835,0.0066835,0.0066835
69,723.041,0.54146,0.53567,1.0059,0.98481,0.98296,0.99037,0.9188,0.40662,0.36391,0.85299,0.006634,0.006634,0.006634
70,733.047,0.54384,0.52884,1.0024,0.97927,0.98229,0.98948,0.91945,0.37808,0.33942,0.83682,0.0065845,0.0065845,0.0065845
71,743.781,0.53941,0.52908,1.00093,0.96725,0.96316,0.98989,0.92319,0.41011,0.36977,0.84593,0.006535,0.006535,0.006535
72,754.166,0.5366,0.5203,0.99564,0.96974,0.98287,0.99032,0.91797,0.4061,0.35042,0.84163,0.0064855,0.0064855,0.0064855
73,765.029,0.54622,0.51269,0.99799,0.97496,0.98117,0.9908,0.90902,0.41737,0.34111,0.84322,0.006436,0.006436,0.006436
74,775.523,0.53785,0.51282,0.99717,0.98233,0.96768,0.98873,0.92263,0.4016,0.33711,0.84576,0.0063865,0.0063865,0.0063865
75,785.567,0.51943,0.51075,0.99381,0.97854,0.97675,0.98902,0.92104,0.38817,0.33996,0.8371,0.006337,0.006337,0.006337
76,795.559,0.53471,0.50191,0.98787,0.94419,0.95445,0.98556,0.92442,0.38485,0.39016,0.83504,0.0062875,0.0062875,0.0062875
77,806.025,0.53811,0.5038,0.99975,0.96784,0.97719,0.98796,0.9143,0.4057,0.36724,0.84751,0.006238,0.006238,0.006238
78,816.194,0.52298,0.48282,0.9885,0.97494,0.98545,0.98971,0.91269,0.4205,0.32806,0.84263,0.0061885,0.0061885,0.0061885
79,826.666,0.51999,0.48652,0.98855,0.96109,0.97151,0.98971,0.9163,0.38536,0.38418,0.82816,0.006139,0.006139,0.006139
80,836.857,0.52095,0.48527,0.98688,0.91695,0.94845,0.98662,0.91549,0.3969,0.43116,0.83698,0.0060895,0.0060895,0.0060895
81,847.055,0.52075,0.4802,0.98599,0.97928,0.96003,0.98854,0.92099,0.38522,0.33106,0.83382,0.00604,0.00604,0.00604
82,857.307,0.51688,0.48746,0.98235,0.96337,0.97428,0.98845,0.91318,0.40833,0.34814,0.8407,0.0059905,0.0059905,0.0059905
83,867.453,0.52503,0.48541,0.99303,0.97984,0.96699,0.98907,0.90969,0.40312,0.35793,0.84061,0.005941,0.005941,0.005941
84,877.523,0.51865,0.48498,0.98503,0.95792,0.95161,0.98451,0.91259,0.41812,0.36374,0.85657,0.0058915,0.0058915,0.0058915
85,887.49,0.5192,0.46903,0.98404,0.97822,0.98332,0.99002,0.92803,0.37541,0.32474,0.82886,0.005842,0.005842,0.005842
86,898.403,0.51197,0.46838,0.99327,0.97362,0.97113,0.99074,0.92436,0.39019,0.32967,0.83948,0.0057925,0.0057925,0.0057925
87,909.335,0.50251,0.46682,0.97708,0.97329,0.98415,0.99026,0.91712,0.40294,0.32877,0.84385,0.005743,0.005743,0.005743
88,919.549,0.5155,0.47905,0.99331,0.97787,0.98839,0.99023,0.92788,0.39465,0.30211,0.83718,0.0056935,0.0056935,0.0056935
89,930.801,0.5106,0.45583,0.9782,0.98929,0.96679,0.98979,0.92086,0.38968,0.32307,0.83757,0.005644,0.005644,0.005644
90,941.955,0.51468,0.47982,0.98277,0.98583,0.9746,0.98873,0.9244,0.38328,0.30766,0.83395,0.0055945,0.0055945,0.0055945
91,953.029,0.48346,0.44468,0.96958,0.96955,0.96797,0.98795,0.93749,0.36798,0.31359,0.82591,0.005545,0.005545,0.005545
92,964.116,0.48483,0.4401,0.97288,0.94402,0.9573,0.98112,0.91903,0.38151,0.36974,0.82363,0.0054955,0.0054955,0.0054955
93,975.282,0.48757,0.45782,0.97403,0.98526,0.97518,0.98978,0.92814,0.39706,0.32218,0.83642,0.005446,0.005446,0.005446
94,985.255,0.48158,0.44048,0.97234,0.96916,0.96606,0.98806,0.91785,0.39575,0.3401,0.8373,0.0053965,0.0053965,0.0053965
95,995.484,0.49284,0.43963,0.98224,0.96028,0.97919,0.9879,0.91956,0.39385,0.33588,0.84612,0.005347,0.005347,0.005347
96,1005.55,0.50035,0.45176,0.97869,0.86661,0.93628,0.98117,0.9148,0.383,0.4638,0.83232,0.0052975,0.0052975,0.0052975
97,1015.54,0.48666,0.43107,0.97263,0.98745,0.97109,0.9895,0.92404,0.39111,0.34565,0.84106,0.005248,0.005248,0.005248
98,1025.54,0.49077,0.43716,0.97761,0.99024,0.98041,0.99132,0.91917,0.39644,0.32096,0.8402,0.0051985,0.0051985,0.0051985
99,1035.56,0.49074,0.43445,0.97066,0.97851,0.9588,0.99086,0.92607,0.38144,0.32372,0.83866,0.005149,0.005149,0.005149
100,1045.54,0.50119,0.44077,0.97481,0.99145,0.9687,0.99145,0.93166,0.38145,0.30636,0.83102,0.0050995,0.0050995,0.0050995
101,1055.54,0.46921,0.41726,0.96911,0.98826,0.96157,0.98908,0.9329,0.37151,0.30602,0.83043,0.00505,0.00505,0.00505
102,1065.61,0.47727,0.42934,0.97064,0.98676,0.9737,0.99081,0.91914,0.43687,0.32274,0.8502,0.0050005,0.0050005,0.0050005
103,1075.63,0.49164,0.43196,0.97516,0.93995,0.95816,0.98822,0.9269,0.37539,0.34328,0.83556,0.004951,0.004951,0.004951
104,1085.72,0.47458,0.41897,0.96899,0.97166,0.95742,0.98814,0.91968,0.39326,0.34973,0.84667,0.0049015,0.0049015,0.0049015
105,1095.74,0.47272,0.41666,0.95892,0.97411,0.97138,0.98847,0.92453,0.38789,0.30855,0.84549,0.004852,0.004852,0.004852
106,1105.74,0.46422,0.41531,0.95771,0.9824,0.97564,0.9901,0.93073,0.38233,0.2905,0.84289,0.0048025,0.0048025,0.0048025
107,1115.77,0.48419,0.43435,0.97386,0.98962,0.97962,0.99033,0.92954,0.37656,0.29193,0.83813,0.004753,0.004753,0.004753
108,1125.85,0.4916,0.4225,0.97145,0.97335,0.97603,0.99132,0.91881,0.40085,0.31539,0.84259,0.0047035,0.0047035,0.0047035
109,1135.86,0.45676,0.40343,0.9547,0.99188,0.97987,0.98898,0.92574,0.38996,0.29723,0.83991,0.004654,0.004654,0.004654
110,1145.87,0.46211,0.4065,0.95992,0.98783,0.9634,0.99091,0.92712,0.38597,0.3175,0.83686,0.0046045,0.0046045,0.0046045
111,1155.89,0.4684,0.40579,0.95888,0.9788,0.97109,0.99069,0.92813,0.39259,0.29779,0.83398,0.004555,0.004555,0.004555
112,1165.95,0.47401,0.41288,0.96295,0.97435,0.97748,0.99016,0.9333,0.37225,0.29567,0.82843,0.0045055,0.0045055,0.0045055
113,1175.93,0.46094,0.39299,0.96428,0.96874,0.96283,0.98892,0.91706,0.38757,0.32093,0.83548,0.004456,0.004456,0.004456
114,1186.01,0.4825,0.40022,0.9746,0.98714,0.98053,0.9892,0.92831,0.40096,0.30739,0.83962,0.0044065,0.0044065,0.0044065
115,1196,0.45369,0.39594,0.95824,0.9879,0.98062,0.99031,0.92666,0.39849,0.27569,0.83751,0.004357,0.004357,0.004357
116,1205.99,0.46298,0.40162,0.95249,0.96935,0.98835,0.99069,0.92133,0.40429,0.29933,0.84511,0.0043075,0.0043075,0.0043075
117,1215.98,0.4576,0.4097,0.95874,0.96805,0.96642,0.99106,0.91691,0.40225,0.32664,0.84072,0.004258,0.004258,0.004258
118,1225.98,0.46468,0.39235,0.96096,0.97916,0.98343,0.99114,0.9294,0.387,0.29443,0.83439,0.0042085,0.0042085,0.0042085
119,1235.99,0.45126,0.38429,0.95073,0.95231,0.94839,0.9872,0.91578,0.40495,0.36752,0.84483,0.004159,0.004159,0.004159
120,1246.07,0.46112,0.38942,0.95506,0.98984,0.97935,0.99168,0.92521,0.39218,0.28358,0.83875,0.0041095,0.0041095,0.0041095
121,1256.04,0.45674,0.39639,0.96093,0.97603,0.9609,0.99091,0.91699,0.41191,0.31911,0.84979,0.00406,0.00406,0.00406
122,1266.02,0.45917,0.39999,0.95598,0.99055,0.96731,0.99042,0.937,0.36136,0.29263,0.83491,0.0040105,0.0040105,0.0040105
123,1276.06,0.44963,0.38318,0.94708,0.98185,0.972,0.98938,0.92571,0.3924,0.29751,0.84127,0.003961,0.003961,0.003961
124,1286.07,0.46074,0.39892,0.95675,0.99245,0.98083,0.99138,0.93281,0.38658,0.28711,0.83809,0.0039115,0.0039115,0.0039115
125,1296.07,0.43465,0.37013,0.94663,0.98933,0.97941,0.99086,0.93201,0.38687,0.27631,0.84243,0.003862,0.003862,0.003862
126,1306.16,0.43891,0.37099,0.95074,0.98409,0.97257,0.99062,0.9362,0.38066,0.27916,0.84098,0.0038125,0.0038125,0.0038125
127,1316.15,0.44479,0.37126,0.94638,0.98676,0.98848,0.99129,0.92975,0.38356,0.26114,0.83876,0.003763,0.003763,0.003763
128,1326.23,0.44072,0.38062,0.95199,0.96596,0.97425,0.99101,0.93051,0.38333,0.30652,0.82763,0.0037135,0.0037135,0.0037135
129,1336.24,0.44743,0.37639,0.94953,0.98974,0.9668,0.99052,0.93144,0.38469,0.28418,0.83937,0.003664,0.003664,0.003664
130,1346.27,0.43337,0.37077,0.94927,0.99338,0.97014,0.98969,0.9315,0.38234,0.27666,0.83913,0.0036145,0.0036145,0.0036145
131,1356.31,0.43495,0.36559,0.94298,0.98857,0.97424,0.99085,0.93081,0.39125,0.27809,0.83125,0.003565,0.003565,0.003565
132,1366.4,0.43697,0.36941,0.94552,0.97126,0.97677,0.99069,0.93104,0.39709,0.2923,0.8359,0.0035155,0.0035155,0.0035155
133,1376.46,0.45207,0.36579,0.95575,0.97689,0.97657,0.99063,0.92526,0.39535,0.28303,0.83608,0.003466,0.003466,0.003466
134,1386.51,0.43599,0.36782,0.95156,0.97223,0.95445,0.99149,0.93206,0.38899,0.31038,0.83793,0.0034165,0.0034165,0.0034165
135,1396.52,0.42932,0.36764,0.94521,0.99122,0.97947,0.99084,0.93414,0.38088,0.26683,0.83217,0.003367,0.003367,0.003367
136,1406.53,0.43351,0.35868,0.94659,0.98843,0.98345,0.99172,0.92667,0.39452,0.2804,0.84145,0.0033175,0.0033175,0.0033175
137,1416.55,0.43569,0.36559,0.94587,0.97843,0.97686,0.99093,0.93838,0.37089,0.27879,0.83284,0.003268,0.003268,0.003268
138,1426.63,0.42326,0.36389,0.94231,0.96154,0.96405,0.9907,0.92986,0.3764,0.3094,0.82962,0.0032185,0.0032185,0.0032185
139,1436.67,0.42143,0.3517,0.94303,0.99358,0.98452,0.99146,0.93674,0.38171,0.26558,0.83076,0.003169,0.003169,0.003169
140,1446.74,0.43042,0.35977,0.94056,0.99068,0.97474,0.99069,0.93064,0.38791,0.2791,0.83513,0.0031195,0.0031195,0.0031195
141,1456.78,0.42069,0.34937,0.93712,0.99419,0.97429,0.9908,0.93573,0.3837,0.2573,0.8287,0.00307,0.00307,0.00307
142,1466.82,0.42722,0.35122,0.94215,0.99312,0.97426,0.98971,0.93054,0.37434,0.27017,0.8283,0.0030205,0.0030205,0.0030205
143,1476.88,0.42063,0.34633,0.9381,0.98907,0.98041,0.99024,0.92556,0.39681,0.27974,0.83846,0.002971,0.002971,0.002971
144,1486.95,0.42219,0.36003,0.9402,0.97062,0.99132,0.99071,0.9179,0.40384,0.28181,0.83735,0.0029215,0.0029215,0.0029215
145,1496.96,0.42925,0.3428,0.93667,0.99206,0.97093,0.99072,0.9326,0.38224,0.2623,0.83045,0.002872,0.002872,0.002872
146,1506.97,0.4171,0.3481,0.93943,0.994,0.98676,0.99046,0.93192,0.38397,0.2478,0.83117,0.0028225,0.0028225,0.0028225
147,1517.05,0.40513,0.33237,0.93493,0.97156,0.98412,0.98955,0.92386,0.394,0.28363,0.8423,0.002773,0.002773,0.002773
148,1527.07,0.41474,0.33504,0.93541,0.99308,0.98576,0.99107,0.93569,0.38203,0.24527,0.84363,0.0027235,0.0027235,0.0027235
149,1537.11,0.41585,0.33926,0.94145,0.98723,0.975,0.99061,0.92886,0.39036,0.26178,0.83783,0.002674,0.002674,0.002674
150,1547.21,0.4082,0.3288,0.93515,0.99577,0.98355,0.9905,0.93602,0.38109,0.2522,0.83534,0.0026245,0.0026245,0.0026245
151,1557.23,0.41362,0.346,0.93804,0.99081,0.98056,0.99082,0.93557,0.38008,0.26434,0.83203,0.002575,0.002575,0.002575
152,1567.24,0.41405,0.33532,0.94366,0.98667,0.97516,0.99039,0.93433,0.38861,0.253,0.83618,0.0025255,0.0025255,0.0025255
153,1577.25,0.40207,0.33156,0.93382,0.98751,0.9723,0.99011,0.9294,0.39064,0.27257,0.83732,0.002476,0.002476,0.002476
154,1587.25,0.40052,0.3307,0.93034,0.9826,0.97779,0.99149,0.93691,0.37615,0.27377,0.83231,0.0024265,0.0024265,0.0024265
155,1597.27,0.41013,0.32719,0.93359,0.97512,0.97707,0.99091,0.93239,0.39065,0.27816,0.83807,0.002377,0.002377,0.002377
156,1607.28,0.40495,0.33013,0.93152,0.98488,0.97996,0.98983,0.92707,0.39584,0.271,0.84521,0.0023275,0.0023275,0.0023275
157,1617.38,0.39966,0.32696,0.93462,0.98296,0.97873,0.98967,0.92713,0.39586,0.274,0.83871,0.002278,0.002278,0.002278
158,1627.42,0.3946,0.31988,0.93449,0.99394,0.96894,0.99082,0.92948,0.38412,0.26989,0.83496,0.0022285,0.0022285,0.0022285
159,1637.45,0.39776,0.32174,0.92802,0.98556,0.97211,0.99115,0.93787,0.37836,0.27638,0.8362,0.002179,0.002179,0.002179
160,1647.52,0.40424,0.32481,0.93274,0.9878,0.96785,0.98999,0.93471,0.38137,0.27963,0.83986,0.0021295,0.0021295,0.0021295
161,1657.57,0.39517,0.31362,0.92121,0.98784,0.97032,0.99074,0.93636,0.38773,0.26214,0.83685,0.00208,0.00208,0.00208
162,1667.59,0.39885,0.32788,0.93262,0.98485,0.96923,0.99088,0.93761,0.38308,0.26768,0.83777,0.0020305,0.0020305,0.0020305
163,1677.71,0.39207,0.32337,0.92684,0.99463,0.97913,0.99103,0.93678,0.38702,0.27249,0.83411,0.001981,0.001981,0.001981
164,1687.76,0.39612,0.3269,0.92996,0.99114,0.98315,0.99083,0.93357,0.38415,0.27237,0.83178,0.0019315,0.0019315,0.0019315
165,1697.97,0.38418,0.31263,0.92492,0.98755,0.98535,0.99103,0.93579,0.37575,0.26207,0.83086,0.001882,0.001882,0.001882
166,1707.96,0.40653,0.32223,0.93546,0.98948,0.98186,0.99111,0.93776,0.37817,0.26354,0.83132,0.0018325,0.0018325,0.0018325
167,1717.97,0.39547,0.31501,0.93358,0.98824,0.97898,0.99056,0.93893,0.36821,0.26328,0.82841,0.001783,0.001783,0.001783
168,1727.98,0.38473,0.31448,0.9237,0.9942,0.96608,0.99089,0.93809,0.37501,0.26659,0.83179,0.0017335,0.0017335,0.0017335
169,1737.99,0.37324,0.2997,0.91921,0.99328,0.98047,0.99104,0.94257,0.38154,0.26138,0.83618,0.001684,0.001684,0.001684
170,1748.06,0.3859,0.31171,0.93077,0.9861,0.98007,0.99068,0.93533,0.38294,0.26416,0.83781,0.0016345,0.0016345,0.0016345
171,1758.09,0.37622,0.30173,0.91904,0.99206,0.975,0.99093,0.94049,0.37616,0.26694,0.83229,0.001585,0.001585,0.001585
172,1768.12,0.38537,0.31058,0.91799,0.98804,0.97616,0.99111,0.93373,0.38034,0.26565,0.83008,0.0015355,0.0015355,0.0015355
173,1777.97,0.38426,0.30314,0.91566,0.98011,0.97437,0.99082,0.93608,0.38146,0.26742,0.83092,0.001486,0.001486,0.001486
174,1787.87,0.38304,0.3066,0.92252,0.98848,0.9737,0.99099,0.9303,0.38096,0.28273,0.83312,0.0014365,0.0014365,0.0014365
175,1797.74,0.39039,0.31152,0.92847,0.98411,0.97321,0.99081,0.93449,0.38741,0.27025,0.8413,0.001387,0.001387,0.001387
176,1807.75,0.36944,0.3035,0.9184,0.9842,0.97675,0.99084,0.93781,0.38057,0.26915,0.84045,0.0013375,0.0013375,0.0013375
177,1817.64,0.37823,0.30857,0.92092,0.97378,0.98206,0.99124,0.93857,0.38169,0.27537,0.83933,0.001288,0.001288,0.001288
178,1827.55,0.37088,0.29917,0.91768,0.98714,0.97505,0.99066,0.94106,0.37305,0.2734,0.8308,0.0012385,0.0012385,0.0012385
179,1837.47,0.37558,0.29435,0.91786,0.98925,0.9797,0.9909,0.93563,0.38354,0.26499,0.83807,0.001189,0.001189,0.001189
180,1847.37,0.37575,0.29275,0.92397,0.99002,0.97347,0.98992,0.94051,0.37735,0.26634,0.83826,0.0011395,0.0011395,0.0011395
181,1857.31,0.36574,0.28621,0.91715,0.98527,0.97719,0.98947,0.93579,0.37646,0.26494,0.83629,0.00109,0.00109,0.00109
182,1867.39,0.37308,0.29939,0.9191,0.9844,0.97562,0.99004,0.94337,0.37085,0.26598,0.83164,0.0010405,0.0010405,0.0010405
183,1877.34,0.37616,0.29869,0.92066,0.99305,0.97619,0.99117,0.94435,0.36901,0.26712,0.83039,0.000991,0.000991,0.000991
184,1887.33,0.36801,0.29235,0.91513,0.98212,0.97245,0.99088,0.94089,0.37433,0.2579,0.83573,0.0009415,0.0009415,0.0009415
185,1897.29,0.37679,0.29651,0.91661,0.98824,0.97018,0.99081,0.93847,0.37405,0.26137,0.83137,0.000892,0.000892,0.000892
186,1907.26,0.36968,0.29419,0.91769,0.99191,0.95686,0.99089,0.93366,0.38028,0.26842,0.83333,0.0008425,0.0008425,0.0008425
187,1917.2,0.36101,0.28377,0.91761,0.98968,0.96758,0.99089,0.93722,0.37626,0.26663,0.83328,0.000793,0.000793,0.000793
188,1927.12,0.35358,0.28502,0.91249,0.98853,0.97573,0.99104,0.93667,0.38342,0.25964,0.83478,0.0007435,0.0007435,0.0007435
