epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,1937.06,0.37204,0.28955,0.91958,0.99058,0.9741,0.99102,0.93747,0.38296,0.2586,0.83532,0.000694,0.000694,0.000694
190,1946.96,0.35106,0.27839,0.91432,0.99138,0.97768,0.99098,0.93817,0.37844,0.24925,0.83608,0.0006445,0.0006445,0.0006445
191,1957.3,0.29867,0.22033,0.8508,0.9919,0.98035,0.99076,0.9368,0.37781,0.25069,0.8371,0.000595,0.000595,0.000595
192,1967.06,0.29281,0.21176,0.85582,0.99041,0.98178,0.9913,0.93635,0.38119,0.25341,0.83976,0.0005455,0.0005455,0.0005455
193,1976.83,0.29319,0.20873,0.85236,0.99104,0.98213,0.99138,0.93811,0.38076,0.25082,0.83712,0.000496,0.000496,0.000496
194,1986.63,0.29015,0.20431,0.85035,0.99215,0.98216,0.99138,0.94143,0.37762,0.24811,0.83536,0.0004465,0.0004465,0.0004465
195,1996.52,0.28351,0.20301,0.84627,0.99486,0.9823,0.99139,0.94029,0.3792,0.24782,0.8349,0.000397,0.000397,0.000397
196,2006.33,0.28538,0.19701,0.84779,0.99295,0.98216,0.99124,0.93951,0.3824,0.25377,0.83667,0.0003475,0.0003475,0.0003475
197,2016.43,0.28907,0.20237,0.84394,0.99199,0.98152,0.99119,0.93848,0.38054,0.25376,0.838,0.000298,0.000298,0.000298
198,2026.25,0.27163,0.19466,0.84214,0.99054,0.98153,0.99125,0.9396,0.38318,0.25084,0.83831,0.0002485,0.0002485,0.0002485
199,2036.18,0.2809,0.19728,0.84114,0.98881,0.98134,0.9912,0.9386,0.37925,0.25261,0.83774,0.000199,0.000199,0.000199
200,2046.35,0.27753,0.20372,0.84791,0.98583,0.98139,0.99127,0.94283,0.37925,0.25678,0.83701,0.0001495,0.0001495,0.0001495
