epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,213.153,0.72227,0.89154,1.10719,0.95487,0.94029,0.98062,0.84617,0.56603,0.57147,0.91222,0.008317,0.008317,0.008317
19,225.388,0.71364,0.87383,1.09981,0.77125,0.8884,0.93259,0.84537,0.45353,0.77789,0.85728,0.008218,0.008218,0.008218
20,237.574,0.69833,0.84042,1.10254,0.95128,0.95034,0.96924,0.87397,0.47965,0.51768,0.87955,0.008119,0.008119,0.008119
21,249.573,0.69595,0.83655,1.10474,0.91916,0.90896,0.95251,0.8519,0.48131,0.61206,0.86529,0.00802,0.00802,0.00802
22,261.015,0.71547,0.83441,1.10521,0.85465,0.93342,0.9777,0.86531,0.5023,0.61014,0.88589,0.007921,0.007921,0.007921
23,271.935,0.68153,0.83394,1.08543,0.91892,0.95702,0.98542,0.88099,0.45285,0.55503,0.86128,0.007822,0.007822,0.007822
24,282.707,0.67851,0.7818,1.08888,0.88851,0.92707,0.98127,0.89306,0.42605,0.56258,0.85927,0.007723,0.007723,0.007723
25,292.929,0.67055,0.78265,1.08905,0.96504,0.96733,0.98367,0.89114,0.45349,0.50015,0.86328,0.007624,0.007624,0.007624
26,304.328,0.67855,0.76791,1.08025,0.92341,0.89993,0.98347,0.88753,0.4545,0.5435,0.86731,0.007525,0.007525,0.007525
27,315.942,0.66783,0.77054,1.07482,0.92953,0.94533,0.96948,0.87213,0.48336,0.54537,0.88012,0.007426,0.007426,0.007426
28,326.921,0.65497,0.7528,1.07277,0.88836,0.93573,0.97618,0.88487,0.45545,0.54821,0.85073,0.007327,0.007327,0.007327
29,337.979,0.63804,0.73024,1.05786,0.95212,0.91605,0.97727,0.8895,0.44352,0.473,0.85126,0.007228,0.007228,0.007228
30,348.852,0.63166,0.70582,1.05575,0.91473,0.9214,0.98025,0.88251,0.46633,0.53493,0.87927,0.007129,0.007129,0.007129
31,359.751,0.63836,0.71625,1.05382,0.96706,0.97123,0.98719,0.90301,0.4445,0.45045,0.85483,0.00703,0.00703,0.00703
32,370.716,0.62572,0.69409,1.05052,0.88916,0.95113,0.98081,0.8754,0.49224,0.5444,0.87462,0.006931,0.006931,0.006931
33,381.648,0.62522,0.6929,1.0572,0.919,0.90014,0.97741,0.89256,0.43413,0.53564,0.84696,0.006832,0.006832,0.006832
34,392.631,0.62208,0.67028,1.0483,0.98982,0.97604,0.98689,0.90237,0.41762,0.41519,0.8483,0.006733,0.006733,0.006733
35,404.206,0.61351,0.66307,1.04726,0.98999,0.95317,0.98831,0.89929,0.42467,0.38633,0.84878,0.006634,0.006634,0.006634
36,415.943,0.59344,0.65535,1.03825,0.98241,0.95951,0.98833,0.90204,0.44164,0.40883,0.85043,0.006535,0.006535,0.006535
37,427.171,0.59468,0.65701,1.04241,0.96208,0.95391,0.98505,0.91321,0.39915,0.43157,0.82995,0.006436,0.006436,0.006436
38,437.574,0.60618,0.66937,1.04128,0.93542,0.95209,0.98777,0.91612,0.40097,0.48164,0.84198,0.006337,0.006337,0.006337
39,447.819,0.60021,0.66224,1.04264,0.95997,0.96237,0.98831,0.91835,0.41561,0.42732,0.83942,0.006238,0.006238,0.006238
40,458.396,0.58892,0.61417,1.02558,0.98978,0.97581,0.99013,0.92525,0.38664,0.36289,0.83561,0.006139,0.006139,0.006139
41,469.918,0.58863,0.62802,1.0254,0.94533,0.94061,0.9864,0.91041,0.40342,0.44523,0.83475,0.00604,0.00604,0.00604
42,480.992,0.58186,0.60149,1.02317,0.97796,0.97993,0.98917,0.91347,0.42604,0.36376,0.85451,0.005941,0.005941,0.005941
43,492.062,0.56706,0.62374,1.0234,0.96162,0.9447,0.98426,0.91991,0.39583,0.42002,0.8426,0.005842,0.005842,0.005842
44,503.261,0.58561,0.61979,1.02877,0.89912,0.90912,0.98628,0.89436,0.45754,0.51151,0.86136,0.005743,0.005743,0.005743
45,514.407,0.58982,0.60512,1.02849,0.97813,0.98322,0.99139,0.90627,0.43563,0.386,0.84669,0.005644,0.005644,0.005644
46,525.445,0.55209,0.56717,1.00611,0.97397,0.94795,0.98976,0.90899,0.41245,0.4154,0.83687,0.005545,0.005545,0.005545
47,536.758,0.56689,0.60268,1.01693,0.9775,0.95573,0.98741,0.91587,0.403,0.42281,0.8354,0.005446,0.005446,0.005446
48,547.994,0.5611,0.5982,1.01542,0.98213,0.98269,0.99089,0.89907,0.44466,0.37535,0.85311,0.005347,0.005347,0.005347
49,559.193,0.56452,0.58123,1.01137,0.9348,0.95647,0.99009,0.90574,0.42686,0.42805,0.84289,0.005248,0.005248,0.005248
50,570.694,0.55556,0.564,1.00922,0.89717,0.97355,0.98796,0.90098,0.43591,0.4377,0.83938,0.005149,0.005149,0.005149
51,582.332,0.5556,0.57014,1.00841,0.9685,0.96236,0.98939,0.92079,0.38774,0.36889,0.83271,0.00505,0.00505,0.00505
52,594.223,0.54743,0.54501,1.0041,0.97221,0.97265,0.98859,0.91693,0.40394,0.37843,0.8444,0.004951,0.004951,0.004951
53,605.697,0.54674,0.53845,1.00433,0.98489,0.97462,0.9899,0.90974,0.41441,0.35032,0.83845,0.004852,0.004852,0.004852
54,617.113,0.54104,0.53153,0.99506,0.98303,0.99219,0.9919,0.91476,0.41041,0.32486,0.84125,0.004753,0.004753,0.004753
55,628.229,0.53347,0.51947,0.99476,0.98355,0.95535,0.98914,0.91816,0.39285,0.34886,0.83889,0.004654,0.004654,0.004654
56,639.632,0.52792,0.53001,0.99674,0.97866,0.96381,0.98783,0.89556,0.45738,0.37222,0.85504,0.004555,0.004555,0.004555
57,651.583,0.53686,0.5246,0.99862,0.96292,0.96521,0.98849,0.91577,0.41328,0.35263,0.83917,0.004456,0.004456,0.004456
58,663.289,0.53596,0.515,1.00791,0.99369,0.96247,0.98943,0.92455,0.37702,0.34443,0.83019,0.004357,0.004357,0.004357
59,674.5,0.53729,0.51354,0.99704,0.98541,0.96646,0.99049,0.911,0.42477,0.34186,0.83564,0.004258,0.004258,0.004258
60,685.035,0.52622,0.51029,0.99105,0.98282,0.96595,0.98985,0.91719,0.39164,0.35273,0.83231,0.004159,0.004159,0.004159
61,695.42,0.51289,0.50329,0.98371,0.97767,0.97988,0.99002,0.92155,0.38833,0.32347,0.83195,0.00406,0.00406,0.00406
62,706.365,0.52367,0.51589,0.99585,0.93261,0.95593,0.98862,0.91455,0.39116,0.3941,0.83516,0.003961,0.003961,0.003961
63,717.479,0.52605,0.52444,0.98991,0.95522,0.96509,0.98988,0.91625,0.38623,0.3718,0.83021,0.003862,0.003862,0.003862
64,728.92,0.51649,0.49184,0.98624,0.97586,0.97681,0.99022,0.91277,0.408,0.34168,0.83826,0.003763,0.003763,0.003763
65,739.623,0.50283,0.48194,0.98557,0.97652,0.97113,0.98848,0.92722,0.37437,0.35794,0.82793,0.003664,0.003664,0.003664
66,749.978,0.51364,0.47696,0.98808,0.96212,0.98462,0.98922,0.92724,0.37104,0.32294,0.82337,0.003565,0.003565,0.003565
67,761.226,0.49651,0.47617,0.97912,0.98182,0.93661,0.98805,0.91991,0.40991,0.36487,0.83811,0.003466,0.003466,0.003466
68,772.313,0.4981,0.45077,0.97888,0.98383,0.9684,0.98995,0.93146,0.37654,0.31533,0.82785,0.003367,0.003367,0.003367
69,783.577,0.49547,0.46464,0.9829,0.98377,0.95873,0.98971,0.90803,0.42045,0.32547,0.84463,0.003268,0.003268,0.003268
70,794.906,0.48924,0.45869,0.97508,0.96759,0.96776,0.99015,0.9369,0.36433,0.34425,0.82601,0.003169,0.003169,0.003169
71,806.033,0.4897,0.45837,0.97823,0.98984,0.9501,0.98931,0.92505,0.39236,0.32657,0.83441,0.00307,0.00307,0.00307
72,817.929,0.48569,0.45162,0.97096,0.959,0.97037,0.98986,0.92537,0.38225,0.33438,0.82886,0.002971,0.002971,0.002971
73,829.347,0.48878,0.43888,0.97482,0.9753,0.98292,0.99077,0.92395,0.38809,0.30741,0.83174,0.002872,0.002872,0.002872
74,840.986,0.48459,0.44121,0.97203,0.98863,0.96968,0.98904,0.92161,0.39579,0.32532,0.83561,0.002773,0.002773,0.002773
75,852.444,0.47367,0.43423,0.97247,0.99005,0.96873,0.98865,0.92045,0.39262,0.32343,0.83252,0.002674,0.002674,0.002674
76,863.207,0.47188,0.42958,0.95867,0.94035,0.95766,0.98866,0.92981,0.38079,0.37344,0.82587,0.002575,0.002575,0.002575
77,873.697,0.47248,0.41997,0.96512,0.9841,0.97316,0.99092,0.92688,0.37732,0.30716,0.82349,0.002476,0.002476,0.002476
78,884.252,0.47217,0.42113,0.96529,0.97435,0.98236,0.99026,0.92407,0.39415,0.31657,0.838,0.002377,0.002377,0.002377
79,894.919,0.47174,0.42648,0.96355,0.94861,0.94847,0.99013,0.92288,0.39253,0.34829,0.83223,0.002278,0.002278,0.002278
80,905.383,0.46621,0.41456,0.96289,0.97968,0.97329,0.99061,0.92878,0.37394,0.29993,0.82372,0.002179,0.002179,0.002179
81,915.887,0.46017,0.40653,0.95748,0.98395,0.97732,0.99051,0.92977,0.38841,0.28457,0.83261,0.00208,0.00208,0.00208
82,926.795,0.46227,0.40282,0.95703,0.98622,0.97732,0.98942,0.92272,0.3926,0.2887,0.83595,0.001981,0.001981,0.001981
83,937.171,0.46838,0.40758,0.96637,0.97337,0.93247,0.98828,0.9324,0.37672,0.33553,0.83225,0.001882,0.001882,0.001882
84,947.308,0.44722,0.39087,0.95209,0.98361,0.97209,0.9877,0.93448,0.36577,0.30099,0.82565,0.001783,0.001783,0.001783
85,957.83,0.45871,0.38911,0.95677,0.97515,0.97612,0.98788,0.92867,0.38914,0.29994,0.83827,0.001684,0.001684,0.001684
86,968.036,0.44364,0.38779,0.95934,0.97988,0.97395,0.98947,0.93359,0.37126,0.29359,0.8255,0.001585,0.001585,0.001585
87,978.489,0.44643,0.37912,0.95013,0.98281,0.96998,0.98897,0.92889,0.38417,0.30626,0.83316,0.001486,0.001486,0.001486
88,988.647,0.44288,0.39502,0.96093,0.97634,0.96641,0.9894,0.93658,0.3859,0.3095,0.83472,0.001387,0.001387,0.001387
89,998.832,0.44202,0.38081,0.95101,0.9799,0.966,0.98972,0.92945,0.37965,0.31027,0.8263,0.001288,0.001288,0.001288
90,1009.11,0.43921,0.37375,0.94938,0.97614,0.964,0.98971,0.92734,0.38338,0.30532,0.83649,0.001189,0.001189,0.001189
91,1020.83,0.36925,0.30376,0.88608,0.97072,0.97553,0.98958,0.92533,0.38156,0.29103,0.83219,0.00109,0.00109,0.00109
92,1031.72,0.36538,0.29803,0.88803,0.9768,0.97167,0.98933,0.93067,0.38337,0.28924,0.83752,0.000991,0.000991,0.000991
93,1042.6,0.36654,0.28845,0.88079,0.98552,0.97359,0.98967,0.92914,0.38225,0.29497,0.8387,0.000892,0.000892,0.000892
94,1053.24,0.34936,0.27149,0.87047,0.96777,0.97191,0.98805,0.9366,0.36308,0.30633,0.82787,0.000793,0.000793,0.000793
95,1063.76,0.35673,0.2761,0.88737,0.98409,0.97292,0.98777,0.93739,0.35667,0.2913,0.82446,0.000694,0.000694,0.000694
96,1074.11,0.34723,0.27249,0.87206,0.97044,0.97375,0.98864,0.93213,0.36855,0.30041,0.82879,0.000595,0.000595,0.000595
97,1084.83,0.33421,0.251,0.86989,0.9858,0.97224,0.98947,0.9352,0.36555,0.28183,0.82649,0.000496,0.000496,0.000496
98,1095.84,0.33568,0.25564,0.87025,0.9743,0.97874,0.98944,0.94242,0.36031,0.28689,0.82352,0.000397,0.000397,0.000397
99,1106.43,0.33617,0.24929,0.87276,0.97735,0.97221,0.98882,0.93775,0.3631,0.28769,0.82459,0.000298,0.000298,0.000298
100,1116.76,0.33593,0.24715,0.87055,0.9794,0.97285,0.9893,0.93921,0.36281,0.28696,0.82853,0.000199,0.000199,0.000199
